,,USDVND liên ngân hàng,USDVND trung tâm,DXY,USDJPY,EURUSD,JPYUSD,CNYUSD,CNHUSD,GBPUSD,TWDUSD,MYRUSD,KRWUSD,BDTUSD,LKRUSD,PKRUSD,PHPUSD,INRUSD,THBUSD,CADUSD,IDRUSD,BRLUSD
,Dates,USDVND BGN Curncy,SBVNUSD Index,DXY Curncy,USDJPY BGN Curncy,EURUSD BGN Curncy,JPYUSD BGN Curncy,CNYUSD BGN Curncy,CNHUSD BGN Curncy,GBPUSD BGN Curncy,TWDUSD BGN Curncy,MYRUSD BGN Curncy,KRWUSD BGN Curncy,BDTUSD BGN Curncy,LKRUSD BGN Curncy,PKRUSD BGN Curncy,PHPUSD BGN Curncy,INRUSD BGN Curncy,THBUSD BGN Curncy,CADUSD BGN Curncy,IDRUSD BGN Curncy,BRLUSD BGN Curncy
,2025-10-09 00:00:00,26349,25130,98.73,152.56,1.1646,0.006555,0.14034,0.1402,1.3414,0.032797,0.2372,0.07052,0.00822,0.3307,0.35538,0.017254,0.011265,0.030712,0.7175,0.060496,0.1871
,2025-10-08 00:00:00,26361,25133,98.915,152.69,1.1628,0.006549,0.14042,0.1399,1.3404,0.032713,0.2371,0.07022,0.00824,0.3309,0.35538,0.017256,0.011262,0.030761,0.7168,0.060341,0.1871
,2025-10-07 00:00:00,26365,25141,98.578,151.9,1.1657,0.006583,0.14042,0.1399,1.3426,0.03279,0.2373,0.07071,0.00824,0.3308,0.35549,0.017206,0.011264,0.030777,0.7168,0.060382,0.1869
,2025-10-06 00:00:00,26365,25146,98.108,150.35,1.1711,0.006651,0.14042,0.14,1.3485,0.0327,0.2372,0.07087,0.00824,0.3309,0.35545,0.017138,0.011263,0.030832,0.7172,0.060303,0.1883
,2025-10-03 00:00:00,26376,25162,97.723,147.47,1.1742,0.006781,0.14042,0.1401,1.348,0.032922,0.2376,0.0711,0.00822,0.3308,0.35533,0.01728,0.011263,0.030919,0.7167,0.060377,0.1874
,2025-10-02 00:00:00,26398,25177,97.846,147.26,1.1715,0.006791,0.14042,0.1402,1.344,0.032884,0.2377,0.07114,0.00823,0.3308,0.35542,0.01721,0.011275,0.030824,0.7159,0.060248,0.1873
,2025-10-01 00:00:00,26416,25187,97.706,147.07,1.1732,0.006799,0.14042,0.1403,1.3478,0.032839,0.2377,0.07128,0.00822,0.3308,0.35533,0.017196,0.011275,0.03088,0.7176,0.060116,0.1876
,2025-09-30 00:00:00,26424,25187,97.775,147.9,1.1734,0.006761,0.14042,0.1403,1.3446,0.032826,0.2377,0.07122,0.00822,0.3307,0.35539,0.017182,0.011262,0.030817,0.7184,0.060008,0.1879
,2025-09-29 00:00:00,26420,25192,97.906,148.59,1.1727,0.00673,0.1404,0.1403,1.3429,0.032847,0.2371,0.07142,0.00824,0.3308,0.35532,0.017202,0.011267,0.031038,0.7187,0.059952,0.1879
,2025-09-26 00:00:00,26403,25194,98.152,149.49,1.1703,0.006689,0.14016,0.14,1.3402,0.032763,0.2368,0.07094,0.00823,0.3313,0.35531,0.017197,0.011272,0.031011,0.7177,0.059744,0.1871
,2025-09-25 00:00:00,26400,25191,98.553,149.8,1.1666,0.006676,0.14017,0.14,1.3345,0.032849,0.2375,0.07097,0.00824,0.3307,0.35527,0.017211,0.011278,0.031065,0.7173,0.059705,0.1864
,2025-09-24 00:00:00,26418,25186,97.873,148.9,1.1738,0.006716,0.14021,0.1401,1.3447,0.032961,0.2373,0.07119,0.00826,0.3309,0.35526,0.017401,0.011275,0.031148,0.7196,0.059936,0.1876
,2025-09-23 00:00:00,26414,25189,97.264,147.64,1.1815,0.006773,0.14058,0.1406,1.3526,0.033009,0.2381,0.07172,0.00824,0.331,0.35521,0.017457,0.011267,0.031392,0.7228,0.059925,0.1893
,2025-09-22 00:00:00,26413,25189,97.341,147.72,1.1803,0.00677,0.14056,0.1405,1.3514,0.033065,0.2381,0.0719,0.00824,0.331,0.35516,0.017528,0.011323,0.031461,0.7237,0.060203,0.1874
,2025-09-19 00:00:00,26382,25186,97.644,147.95,1.1746,0.006759,0.14048,0.1405,1.3472,0.03311,0.2377,0.07159,0.00824,0.3312,0.35519,0.017506,0.011351,0.031384,0.7254,0.060237,0.1878
,2025-09-18 00:00:00,26380,25186,97.348,148,1.1788,0.006757,0.1406,0.1407,1.3555,0.033245,0.2383,0.07204,0.00824,0.3314,0.35519,0.017527,0.011347,0.031338,0.7248,0.060507,0.1882
,2025-09-17 00:00:00,26372,25198,96.873,146.99,1.1813,0.006803,0.14076,0.1408,1.3626,0.033278,0.2388,0.07265,0.00824,0.3314,0.35519,0.017578,0.011388,0.031434,0.726,0.060838,0.1885
,2025-09-16 00:00:00,26382,25208,96.633,146.48,1.1867,0.006827,0.14056,0.1408,1.3647,0.033256,0.2379,0.0725,0.00824,0.3314,0.35521,0.01757,0.011356,0.031562,0.7279,0.060827,0.1888
,2025-09-15 00:00:00,26384,25216,97.302,147.4,1.1761,0.006784,0.14048,0.1405,1.3599,0.033059,0.2379,0.07215,0.00824,0.3313,0.35516,0.017486,0.011336,0.031453,0.7258,0.060918,0.1881
,2025-09-12 00:00:00,26391,25216,97.55,147.68,1.1734,0.006772,0.14036,0.1404,1.3556,0.033068,0.2379,0.07175,0.00823,0.3315,0.3541,0.017508,0.011328,0.03151,0.7223,0.061069,0.1868
,2025-09-11 00:00:00,26396,25221,97.531,147.21,1.1734,0.006793,0.14048,0.1406,1.3574,0.032974,0.2369,0.072,0.00823,0.3315,0.35503,0.017485,0.011307,0.031522,0.7229,0.060748,0.1856
,2025-09-10 00:00:00,26392,25221,97.78,147.46,1.1695,0.006781,0.14043,0.1405,1.3529,0.033013,0.237,0.07204,0.00823,0.3313,0.35502,0.017506,0.011351,0.031482,0.7213,0.060718,0.1849
,2025-09-09 00:00:00,26385,25236,97.788,147.41,1.1708,0.006784,0.14037,0.1404,1.3528,0.032978,0.2378,0.07206,0.00824,0.3315,0.35494,0.017546,0.011349,0.031508,0.7224,0.060674,0.1839
,2025-09-08 00:00:00,26409,25236,97.454,147.5,1.1763,0.00678,0.14026,0.1404,1.3545,0.032848,0.2371,0.07212,0.00823,0.3317,0.35493,0.017633,0.01133,0.031543,0.7245,0.061314,0.1845
,2025-09-05 00:00:00,26398,25248,97.768,147.43,1.1717,0.006783,0.1402,0.1403,1.3509,0.032721,0.2364,0.07213,0.00824,0.3314,0.35493,0.017565,0.01133,0.031174,0.7231,0.060855,0.1848
,2025-09-04 00:00:00,26387,25248,98.347,148.49,1.1649,0.006735,0.14003,0.1401,1.3434,0.032593,0.2365,0.07168,0.00824,0.3314,0.35493,0.017524,0.011344,0.03095,0.7237,0.060885,0.1836
,2025-09-03 00:00:00,26388,25246,98.142,148.1,1.1662,0.006752,0.14001,0.1401,1.3444,0.032565,0.2366,0.07197,0.00823,0.3312,0.35484,0.017448,0.011355,0.030964,0.725,0.060918,0.1834
,2025-09-02 00:00:00,26341,25240,98.397,148.36,1.164,0.00674,0.14009,0.1401,1.3394,0.032558,0.2364,0.07166,0.00824,0.3314,0.35482,0.017389,0.011343,0.030906,0.7256,0.060924,0.183
,2025-09-01 00:00:00,26343,25240,97.771,147.18,1.1711,0.006794,0.1401,0.1402,1.3545,0.032647,0.2367,0.07174,0.00824,0.3315,0.35449,0.017478,0.011338,0.030953,0.7272,0.060907,0.1838
,2025-08-29 00:00:00,26345,25240,97.771,147.05,1.1686,0.0068,0.14024,0.1404,1.3504,0.032711,0.2367,0.07195,0.00823,0.3312,0.35434,0.017501,0.011337,0.030926,0.7277,0.060608,0.1842
,2025-08-28 00:00:00,26358,25268,97.813,146.93,1.1683,0.006806,0.14024,0.1404,1.3513,0.032729,0.2371,0.07224,0.00823,0.3309,0.3547,0.01751,0.011412,0.03098,0.7273,0.061153,0.1847
,2025-08-27 00:00:00,26367,25273,98.232,147.42,1.1639,0.006784,0.13983,0.1398,1.3498,0.032688,0.2361,0.07175,0.00822,0.3313,0.35415,0.017489,0.011404,0.030821,0.7251,0.061095,0.1846
,2025-08-26 00:00:00,26353,25273,98.225,147.4,1.1642,0.006784,0.13981,0.1398,1.348,0.03272,0.2371,0.07176,0.00823,0.3312,0.35403,0.017519,0.011404,0.030816,0.7226,0.061355,0.1841
,2025-08-25 00:00:00,26306,25291,98.43,147.8,1.1618,0.006766,0.13979,0.1397,1.3455,0.032844,0.2377,0.07197,0.00823,0.3313,0.35457,0.017629,0.011418,0.030807,0.7215,0.061504,0.1848
,2025-08-22 00:00:00,26358,25298,97.716,146.94,1.1718,0.006805,0.13952,0.1394,1.3525,0.03271,0.2366,0.07228,0.00824,0.3318,0.354,0.017561,0.011425,0.030857,0.7233,0.06116,0.1843
,2025-08-21 00:00:00,26429,25273,98.619,148.37,1.1606,0.00674,0.13927,0.1392,1.3412,0.032778,0.2367,0.07146,0.00823,0.3315,0.35455,0.017535,0.011459,0.03064,0.7189,0.061395,0.1826
,2025-08-20 00:00:00,26373,25263,98.218,147.33,1.1652,0.006788,0.13935,0.1392,1.3457,0.033021,0.2366,0.0716,0.00823,0.332,0.35391,0.017549,0.011485,0.03072,0.7208,0.061457,0.1824
,2025-08-19 00:00:00,26313,25255,98.265,147.67,1.1647,0.006772,0.13923,0.1391,1.3491,0.033209,0.2368,0.07182,0.00823,0.3322,0.35444,0.017509,0.0115,0.030692,0.7211,0.061556,0.1816
,2025-08-18 00:00:00,26293,25245,98.167,147.89,1.1661,0.006762,0.13918,0.1391,1.3504,0.033296,0.2369,0.07205,0.00823,0.3323,0.35331,0.017545,0.011448,0.030765,0.7245,0.061736,0.1839
,2025-08-15 00:00:00,26272,25249,97.852,147.19,1.1703,0.006794,0.13919,0.1391,1.3554,0.033338,0.2374,0.072,0.00825,0.3324,0.35422,0.01752,0.011421,0.03081,0.7236,0.061849,0.1852
,2025-08-14 00:00:00,26270,25240,98.254,147.76,1.1648,0.006768,0.13925,0.1392,1.3532,0.033346,0.2374,0.07193,0.00823,0.3324,0.35312,0.017567,0.011421,0.030772,0.7238,0.062054,0.1846
,2025-08-13 00:00:00,26282,25247,97.84,147.38,1.1705,0.006785,0.13934,0.1392,1.3576,0.033396,0.2377,0.07251,0.00823,0.3323,0.35349,0.017622,0.011437,0.030949,0.7268,0.061721,0.1853
,2025-08-12 00:00:00,26259,25243,98.097,147.84,1.1675,0.006764,0.13925,0.1392,1.35,0.033334,0.2364,0.07227,0.00823,0.3323,0.35289,0.017522,0.011401,0.03087,0.7261,0.061389,0.1856
,2025-08-11 00:00:00,26226,25231,98.52,148.15,1.1615,0.00675,0.13911,0.139,1.3432,0.033426,0.2362,0.07186,0.00823,0.3325,0.35352,0.017529,0.011408,0.030797,0.7257,0.061427,0.1837
,2025-08-08 00:00:00,26221,25228,98.18,147.74,1.1641,0.006769,0.13927,0.1391,1.3452,0.033509,0.2356,0.07201,0.00824,0.3327,0.35361,0.017515,0.011408,0.030926,0.7268,0.061378,0.184
,2025-08-07 00:00:00,26212,25239,98.4,147.14,1.1666,0.006796,0.13925,0.1393,1.3444,0.033597,0.2361,0.07216,0.00824,0.3321,0.35296,0.017532,0.011402,0.030938,0.7275,0.061401,0.1843
,2025-08-06 00:00:00,26234,25232,98.177,147.37,1.166,0.006786,0.13923,0.1392,1.3357,0.033376,0.2366,0.07218,0.00822,0.3322,0.35339,0.017389,0.011398,0.0309,0.7277,0.061119,0.183
,2025-08-05 00:00:00,26233,25219,98.782,147.62,1.1575,0.006774,0.1392,0.1391,1.3299,0.033418,0.2365,0.07216,0.00825,0.3324,0.35332,0.017346,0.011389,0.030902,0.7261,0.061015,0.1816
,2025-08-04 00:00:00,26185,25240,98.784,147.09,1.1571,0.006799,0.13926,0.1392,1.3285,0.033447,0.236,0.0722,0.00821,0.3325,0.35361,0.017432,0.011407,0.030867,0.7258,0.060972,0.1819
,2025-08-01 00:00:00,26213,25249,99.141,147.4,1.1587,0.006784,0.13902,0.139,1.3279,0.033363,0.2337,0.07197,0.00822,0.332,0.35354,0.017193,0.011423,0.030763,0.7254,0.060558,0.1804
,2025-07-31 00:00:00,26198,25240,99.968,150.75,1.1415,0.006634,0.13889,0.1387,1.3207,0.033468,0.2342,0.07175,0.00819,0.3312,0.35286,0.017145,0.011416,0.03052,0.7217,0.060768,0.1786
,2025-07-30 00:00:00,26214,25228,99.815,149.51,1.1405,0.006689,0.13894,0.1387,1.3237,0.033653,0.2357,0.07193,0.00819,0.331,0.35279,0.017366,0.011438,0.030551,0.7232,0.060957,0.1795
,2025-07-29 00:00:00,26219,25206,98.886,148.46,1.1547,0.006736,0.13933,0.1393,1.3351,0.033673,0.2362,0.07195,0.00817,0.3314,0.35314,0.017437,0.011518,0.030859,0.7262,0.060942,0.1794
,2025-07-28 00:00:00,26200,25182,98.634,148.53,1.1589,0.006733,0.1393,0.1392,1.3356,0.033803,0.2364,0.07198,0.00817,0.3315,0.353,0.017489,0.011539,0.03078,0.7278,0.061112,0.1789
,2025-07-25 00:00:00,26140,25164,97.645,147.69,1.1742,0.006771,0.13948,0.1395,1.3438,0.033963,0.2369,0.07227,0.00822,0.3315,0.35273,0.017504,0.011558,0.030876,0.7297,0.061275,0.1797
,2025-07-24 00:00:00,26136,25166,97.377,147.01,1.1749,0.006802,0.13977,0.1398,1.351,0.034088,0.2371,0.0729,0.00819,0.3317,0.35182,0.017646,0.011573,0.031,0.7333,0.061369,0.1811
,2025-07-23 00:00:00,26144,25177,97.214,146.51,1.1771,0.006826,0.13978,0.1398,1.3582,0.034086,0.2365,0.07263,0.00822,0.3318,0.35105,0.017578,0.011572,0.031064,0.7355,0.061338,0.1812
,2025-07-22 00:00:00,26144,25179,97.392,146.63,1.1754,0.00682,0.13949,0.1394,1.3533,0.033946,0.2362,0.07243,0.00823,0.3316,0.35092,0.017531,0.011578,0.031074,0.735,0.061276,0.1797
,2025-07-21 00:00:00,26154,25191,97.853,147.38,1.1694,0.006785,0.13948,0.1395,1.3493,0.033985,0.2362,0.07236,0.00823,0.3319,0.35095,0.017494,0.011587,0.031034,0.7309,0.061263,0.1796
,2025-07-18 00:00:00,26155,25185,98.482,148.81,1.1626,0.00672,0.13938,0.1392,1.3416,0.034023,0.2357,0.07186,0.00825,0.3317,0.35105,0.017485,0.011606,0.030873,0.7286,0.061363,0.1792
,2025-07-17 00:00:00,26155,25176,98.734,148.58,1.1596,0.00673,0.13924,0.1392,1.3416,0.033981,0.2354,0.07185,0.00825,0.3321,0.35098,0.017462,0.011617,0.03077,0.7271,0.061198,0.1803
,2025-07-16 00:00:00,26158,25168,98.392,147.88,1.1641,0.006762,0.1393,0.1393,1.3422,0.033993,0.2356,0.07204,0.00826,0.3319,0.35091,0.017519,0.011636,0.030833,0.7309,0.061399,0.1796
,2025-07-15 00:00:00,26135,25148,98.616,148.88,1.1601,0.006717,0.13923,0.1392,1.3384,0.034157,0.2358,0.07207,0.00826,0.3326,0.35119,0.017638,0.011653,0.030704,0.7287,0.061476,0.18
,2025-07-14 00:00:00,26121,25126,98.081,147.72,1.1664,0.00677,0.13943,0.1394,1.3427,0.034125,0.2351,0.07231,0.00826,0.3327,0.35134,0.017648,0.01163,0.030795,0.7296,0.061538,0.179
,2025-07-11 00:00:00,26109,25128,97.853,147.43,1.1689,0.006783,0.13947,0.1394,1.3493,0.034227,0.2353,0.07261,0.00822,0.3328,0.35163,0.017704,0.011655,0.030825,0.7304,0.06166,0.1799
,2025-07-10 00:00:00,26115,25131,97.652,146.26,1.1701,0.006837,0.13931,0.1393,1.3579,0.034198,0.2355,0.07281,0.00822,0.3335,0.35151,0.017712,0.011676,0.030679,0.7323,0.061637,0.1808
,2025-07-09 00:00:00,26138,25119,97.555,146.33,1.172,0.006834,0.13926,0.1392,1.3586,0.034304,0.2352,0.07272,0.0082,0.3332,0.35166,0.017678,0.011671,0.030598,0.7307,0.06151,0.1794
,2025-07-08 00:00:00,26125,25121,97.516,146.58,1.1725,0.006822,0.1393,0.1392,1.3592,0.034435,0.2358,0.07289,0.0082,0.3329,0.35182,0.017742,0.011669,0.030688,0.7321,0.061707,0.1836
,2025-07-07 00:00:00,26145,25113,97.48,146.05,1.1709,0.006847,0.13935,0.1393,1.3602,0.034428,0.2361,0.07255,0.00819,0.3323,0.35186,0.017639,0.011647,0.030641,0.7309,0.061578,0.1823
,2025-07-04 00:00:00,26180,25116,97.18,144.47,1.1778,0.006922,0.13956,0.1396,1.365,0.034575,0.2369,0.07338,0.0082,0.3334,0.35239,0.017722,0.01171,0.03091,0.7352,0.061786,0.1845
,2025-07-03 00:00:00,26202,25091,97.18,144.93,1.1757,0.0069,0.13946,0.1395,1.3655,0.034683,0.2368,0.07328,0.00818,0.3334,0.35234,0.017776,0.011721,0.030822,0.7362,0.061747,0.1849
,2025-07-02 00:00:00,26162,25070,96.776,143.66,1.1799,0.006961,0.1396,0.1396,1.3636,0.034478,0.2365,0.07372,0.00819,0.3335,0.35204,0.017737,0.011667,0.030913,0.7359,0.061552,0.1843
,2025-07-01 00:00:00,26130,25058,96.819,143.42,1.1806,0.006972,0.13955,0.1396,1.3746,0.034295,0.2382,0.07364,0.00819,0.3334,0.35238,0.01775,0.011692,0.030814,0.7328,0.06173,0.1832
,2025-06-30 00:00:00,26118,25052,96.875,144.03,1.1787,0.006943,0.13959,0.1397,1.3732,0.03421,0.2376,0.07388,0.00818,0.3335,0.35234,0.017751,0.01166,0.030811,0.7349,0.061584,0.1841
,2025-06-27 00:00:00,26095,25048,97.401,144.65,1.1718,0.006913,0.13942,0.1394,1.3716,0.034419,0.2363,0.07347,0.00819,0.3336,0.35253,0.017681,0.011698,0.030664,0.7305,0.061749,0.1823
,2025-06-26 00:00:00,26119,25053,97.147,144.42,1.1701,0.006924,0.13952,0.1396,1.3728,0.034354,0.2363,0.07389,0.00819,0.3339,0.35248,0.017669,0.011667,0.030775,0.7329,0.061694,0.1822
,2025-06-25 00:00:00,26152,25055,97.679,145.24,1.1659,0.006885,0.13939,0.1394,1.3664,0.034167,0.236,0.07348,0.00818,0.3334,0.35233,0.017634,0.011615,0.030747,0.7285,0.06135,0.1797
,2025-06-24 00:00:00,26158,25058,97.858,144.94,1.1609,0.0069,0.13944,0.1396,1.3615,0.033872,0.2356,0.07363,0.00819,0.3331,0.35226,0.017498,0.011631,0.030632,0.7286,0.061149,0.1814
,2025-06-23 00:00:00,26195,25028,98.416,146.15,1.1578,0.006842,0.1393,0.1394,1.3524,0.033619,0.2328,0.07239,0.00819,0.3325,0.35244,0.017357,0.011527,0.030538,0.7281,0.060635,0.1819
,2025-06-20 00:00:00,26131,25031,98.707,146.09,1.1523,0.006845,0.13925,0.1393,1.3451,0.033862,0.2351,0.07297,0.00821,0.3331,0.35252,0.017492,0.011549,0.0305,0.728,0.060989,0.1814
,2025-06-19 00:00:00,26127,25025,98.905,145.45,1.1495,0.006875,0.13912,0.1392,1.3465,0.033719,0.2347,0.07243,0.0082,0.3329,0.35265,0.017408,0.011529,0.030522,0.7299,0.060953,0.182
,2025-06-18 00:00:00,26097,24994,98.905,145.13,1.148,0.00689,0.13909,0.139,1.3422,0.033833,0.2352,0.07281,0.00819,0.333,0.35279,0.017559,0.011564,0.030613,0.7302,0.061303,0.182
,2025-06-17 00:00:00,26067,24998,98.82,145.29,1.148,0.006883,0.13914,0.139,1.3429,0.033896,0.2357,0.07276,0.00819,0.3328,0.3529,0.017639,0.011595,0.03069,0.7311,0.061389,0.1818
,2025-06-16 00:00:00,26075,24993,97.998,144.75,1.1561,0.006909,0.13927,0.1392,1.3578,0.033997,0.2358,0.07358,0.00819,0.3327,0.35317,0.017727,0.011619,0.030826,0.7369,0.061482,0.1821
,2025-06-13 00:00:00,26074,24975,98.184,144.07,1.1549,0.006941,0.13921,0.1391,1.3571,0.033836,0.2355,0.07336,0.00821,0.3337,0.35342,0.017799,0.011616,0.030862,0.7359,0.061337,0.1804
,2025-06-12 00:00:00,26031,24990,97.921,143.48,1.1584,0.00697,0.13942,0.1394,1.3613,0.033887,0.237,0.07372,0.00821,0.3345,0.35387,0.017922,0.011683,0.030884,0.7351,0.061567,0.1806
,2025-06-11 00:00:00,26028,24982,98.631,144.56,1.1487,0.006918,0.13908,0.1389,1.3547,0.033435,0.2361,0.07304,0.00821,0.3345,0.35405,0.017895,0.011694,0.030668,0.7314,0.061501,0.1806
,2025-06-10 00:00:00,26013,24985,99.098,144.87,1.1425,0.006903,0.13912,0.1391,1.35,0.03339,0.2359,0.07314,0.00821,0.3345,0.35441,0.017911,0.01168,0.030649,0.7315,0.061444,0.1794
,2025-06-09 00:00:00,26041,24992,98.939,144.57,1.1422,0.006917,0.13929,0.1392,1.3551,0.0334,0.2363,0.07383,0.0082,0.3344,0.3544,0.017914,0.011678,0.030602,0.7299,0.061384,0.1799
,2025-06-06 00:00:00,26056,24992,99.19,144.85,1.1397,0.006904,0.13903,0.1391,1.3528,0.033418,0.2363,0.07346,0.00826,0.3344,0.35439,0.01794,0.011677,0.030542,0.7301,0.061406,0.1799
,2025-06-05 00:00:00,26081,24995,98.741,143.53,1.1445,0.006967,0.13932,0.1394,1.357,0.033404,0.2366,0.07377,0.0082,0.3343,0.35442,0.01798,0.011656,0.030645,0.7312,0.06141,0.179
,2025-06-04 00:00:00,26075,25004,98.787,142.77,1.1417,0.007004,0.13931,0.1394,1.3554,0.03335,0.2355,0.07333,0.00821,0.3343,0.35443,0.017925,0.011641,0.030662,0.7311,0.06137,0.1774
,2025-06-03 00:00:00,26057,24982,99.227,143.97,1.1372,0.006946,0.13912,0.139,1.3517,0.033338,0.2355,0.0726,0.00821,0.3341,0.3543,0.01795,0.011683,0.030616,0.7288,0.061317,0.1773
,2025-06-02 00:00:00,26018,24970,98.706,142.71,1.1441,0.007007,0.13891,0.1387,1.3544,0.033383,0.2349,0.07253,0.0082,0.3341,0.35467,0.01795,0.011711,0.030746,0.7292,0.061527,0.1763
,2025-05-30 00:00:00,26022,24978,99.329,144.02,1.1347,0.006943,0.13891,0.1388,1.3459,0.033471,0.2349,0.07235,0.00821,0.3341,0.35445,0.017934,0.011685,0.030425,0.7279,0.06125,0.1747
,2025-05-29 00:00:00,26029,24962,99.278,144.21,1.137,0.006934,0.13916,0.1391,1.3492,0.033659,0.2357,0.07293,0.00821,0.3341,0.35444,0.01794,0.011694,0.030702,0.7242,0.061321,0.1765
,2025-05-28 00:00:00,25953,24947,99.875,144.84,1.1292,0.006904,0.13897,0.139,1.3469,0.03345,0.2367,0.07274,0.00821,0.334,0.35403,0.018019,0.011715,0.030563,0.7227,0.061365,0.1758
,2025-05-27 00:00:00,25915,24935,99.521,144.33,1.1328,0.006928,0.13898,0.1391,1.3507,0.033357,0.2359,0.07266,0.00822,0.3339,0.35416,0.018004,0.011717,0.030537,0.7241,0.061401,0.1772
,2025-05-26 00:00:00,25914,24940,98.934,142.85,1.1387,0.007001,0.13915,0.1393,1.3564,0.033359,0.237,0.07297,0.00822,0.3338,0.35462,0.018043,0.011752,0.030667,0.728,0.061542,0.1764
,2025-05-23 00:00:00,25957,24960,99.112,142.56,1.1362,0.007015,0.13926,0.1394,1.3537,0.033369,0.2363,0.07324,0.00822,0.334,0.35467,0.018091,0.011735,0.030774,0.7283,0.061662,0.1771
,2025-05-22 00:00:00,25976,24955,99.96,144.01,1.1281,0.006944,0.13878,0.1388,1.3419,0.03332,0.234,0.07233,0.00823,0.3344,0.3547,0.017981,0.011627,0.030463,0.7216,0.061246,0.1752
,2025-05-21 00:00:00,25966,24962,99.559,143.68,1.1331,0.00696,0.13886,0.1388,1.342,0.03316,0.2341,0.07293,0.00823,0.3339,0.35475,0.017966,0.011676,0.030576,0.7215,0.060981,0.1771
,2025-05-20 00:00:00,25962,24968,100.118,144.51,1.1283,0.00692,0.13856,0.1386,1.3393,0.033147,0.2327,0.07176,0.00823,0.333,0.35427,0.017978,0.011677,0.030383,0.7186,0.060927,0.1764
,2025-05-19 00:00:00,25948,24970,100.426,144.86,1.124,0.006903,0.13862,0.1386,1.3361,0.033154,0.2331,0.07196,0.00823,0.3335,0.35438,0.017953,0.011709,0.030169,0.7168,0.060851,0.1769
,2025-05-16 00:00:00,25922,24960,101.092,145.7,1.1163,0.006863,0.13863,0.1387,1.3283,0.033185,0.2329,0.07142,0.00823,0.3344,0.35508,0.01797,0.011693,0.029971,0.7159,0.060811,0.1765
,2025-05-15 00:00:00,25937,24970,100.879,145.67,1.1187,0.006865,0.13875,0.1388,1.3305,0.033138,0.2335,0.07154,0.00823,0.335,0.35503,0.017937,0.011689,0.030069,0.7164,0.060502,0.176
,2025-05-14 00:00:00,25933,24973,101.039,146.75,1.1175,0.006814,0.13873,0.1387,1.3263,0.033038,0.2332,0.0713,0.00823,0.3349,0.35502,0.017895,0.011727,0.029927,0.7152,0.060381,0.1774
,2025-05-13 00:00:00,25959,24973,101.003,147.48,1.1185,0.006781,0.1388,0.1389,1.3306,0.032865,0.2314,0.07058,0.00824,0.3348,0.35509,0.017928,0.011717,0.030084,0.7176,0.060143,0.1783
,2025-05-12 00:00:00,25972,24945,101.788,148.46,1.1087,0.006736,0.13879,0.1389,1.3176,0.032945,0.2325,0.07042,0.00823,0.3347,0.35503,0.018017,0.011712,0.029926,0.7156,0.060228,0.1762
,2025-05-09 00:00:00,25975,24951,100.339,145.37,1.125,0.006879,0.13816,0.1381,1.3306,0.033079,0.2326,0.07153,0.00825,0.3346,0.35504,0.01803,0.011712,0.030305,0.7176,0.060533,0.1769
,2025-05-08 00:00:00,25967,24927,100.64,145.91,1.1228,0.006853,0.13807,0.1381,1.3246,0.033022,0.2336,0.0712,0.00824,0.3344,0.35514,0.017978,0.011666,0.030313,0.7182,0.060599,0.1766
,2025-05-07 00:00:00,25961,24930,99.614,143.83,1.1301,0.006953,0.13836,0.1383,1.3292,0.03302,0.2359,0.07188,0.00823,0.3341,0.35523,0.018048,0.011788,0.030403,0.7226,0.060474,0.1741
,2025-05-06 00:00:00,25970,24938,99.238,142.45,1.137,0.00702,0.13853,0.1387,1.3369,0.033158,0.2363,0.07254,0.00823,0.334,0.35561,0.01798,0.011843,0.03063,0.7258,0.060794,0.175
,2025-05-05 00:00:00,25962,24944,99.831,143.7,1.1315,0.006959,0.13753,0.1389,1.3296,0.033391,0.238,0.07262,0.00823,0.334,0.35578,0.017934,0.011868,0.030382,0.7233,0.060772,0.1758
,2025-05-02 00:00:00,25962,24956,100.03,144.96,1.1297,0.006899,0.13753,0.1386,1.3272,0.032524,0.2349,0.07138,0.00823,0.3339,0.35566,0.017987,0.011828,0.030224,0.724,0.060837,0.1768
,2025-05-01 00:00:00,25991,24956,100.248,145.39,1.129,0.006878,0.13753,0.1374,1.3278,0.031175,0.2317,0.06966,0.00823,0.3339,0.35589,0.017905,0.011836,0.029845,0.7218,0.060326,0.1763
,2025-04-30 00:00:00,25990,24956,99.468,143.07,1.1328,0.00699,0.13753,0.1376,1.3329,0.031279,0.2317,0.07018,0.00823,0.334,0.35584,0.017902,0.011836,0.029931,0.7247,0.06023,0.1763
,2025-04-29 00:00:00,25994,24956,99.237,142.33,1.1387,0.007026,0.13753,0.1376,1.3409,0.031061,0.2311,0.06975,0.00823,0.3339,0.35594,0.017812,0.01173,0.029896,0.7229,0.059662,0.1779
,2025-04-28 00:00:00,26000,24960,99.01,142.01,1.142,0.007042,0.13722,0.1373,1.3441,0.030801,0.2291,0.06962,0.00823,0.3338,0.3558,0.017723,0.01176,0.029988,0.7231,0.059328,0.1768
,2025-04-25 00:00:00,26022,24948,99.471,143.67,1.1365,0.00696,0.13723,0.1372,1.3315,0.03075,0.2286,0.06938,0.00823,0.3338,0.35579,0.017777,0.011703,0.029817,0.7213,0.059419,0.1759
