,,USDVND liên ngân hàng,USDVND trung tâm,DXY,USDJPY,EURUSD,JPYUSD,CNYUSD,CNHUSD,GBPUSD,TWDUSD,MYRUSD,KRWUSD,BDTUSD,LKRUSD,PKRUSD,PHPUSD,INRUSD,THBUSD,CADUSD,IDRUSD,BRLUSD
,Dates,USDVND BGN Curncy,SBVNUSD Index,DXY Curncy,USDJPY BGN Curncy,EURUSD BGN Curncy,JPYUSD BGN Curncy,CNYUSD BGN Curncy,CNHUSD BGN Curncy,GBPUSD BGN Curncy,TWDUSD BGN Curncy,MYRUSD BGN Curncy,KRWUSD BGN Curncy,BDTUSD BGN Curncy,LKRUSD BGN Curncy,PKRUSD BGN Curncy,PHPUSD BGN Curncy,INRUSD BGN Curncy,THBUSD BGN Curncy,CADUSD BGN Curncy,IDRUSD BGN Curncy,BRLUSD BGN Curncy
,2016-01-25 00:00:00,22355,21910,99.36,118.3,1.0849,0.008453,0.15194,0.1513,1.4249,0.029822,0.2334,0.08334,0.01274,0.6944,0.95343,0.020855,0.014765,0.027847,0.6997,0.072098,0.2445
,2016-01-22 00:00:00,22395,21908,99.574,118.78,1.0796,0.008419,0.15201,0.1512,1.4265,0.029803,0.2341,0.08344,0.01274,0.6941,0.95338,0.020949,0.014798,0.02777,0.7082,0.072474,0.2442
,2016-01-21 00:00:00,22400,21910,99.056,117.7,1.0874,0.008496,0.15195,0.1514,1.4221,0.02975,0.2297,0.08306,0.01274,0.6941,0.95411,0.020866,0.014748,0.027609,0.701,0.072329,0.2405
,2016-01-20 00:00:00,22421,21901,99.091,116.94,1.089,0.008551,0.15188,0.1514,1.4192,0.029712,0.228,0.08269,0.01274,0.694,0.95374,0.020892,0.01471,0.02757,0.6895,0.071923,0.2441
,2016-01-19 00:00:00,22420,21906,98.991,117.64,1.0908,0.008501,0.15194,0.1517,1.4158,0.029776,0.2292,0.08282,0.01274,0.694,0.95465,0.020965,0.014763,0.027552,0.6859,0.072202,0.2461
,2016-01-18 00:00:00,22400,21913,98.956,117.32,1.0892,0.008521,0.15202,0.1519,1.4243,0.029805,0.2274,0.08254,0.01274,0.6941,0.95293,0.020945,0.014778,0.027547,0.6868,0.071884,0.2466
,2016-01-15 00:00:00,22417,21917,98.956,116.98,1.0916,0.008546,0.15189,0.1512,1.4258,0.029853,0.2261,0.08239,0.01275,0.6961,0.95306,0.020905,0.014753,0.027504,0.6879,0.071505,0.247
,2016-01-14 00:00:00,22438,21907,99.089,118.06,1.0865,0.008471,0.15172,0.1515,1.4413,0.02991,0.228,0.0828,0.01275,0.6961,0.95333,0.020986,0.014854,0.02751,0.696,0.072072,0.25
,2016-01-13 00:00:00,22417,21909,98.933,117.68,1.0877,0.008498,0.15205,0.1523,1.4407,0.02993,0.2282,0.08267,0.01273,0.6952,0.95293,0.021088,0.014944,0.027563,0.6973,0.072086,0.249
,2016-01-12 00:00:00,22430,21913,98.974,117.65,1.0858,0.0085,0.15217,0.152,1.4448,0.029929,0.2272,0.08262,0.01274,0.6955,0.94863,0.021126,0.014937,0.027536,0.7012,0.072282,0.2482
,2016-01-11 00:00:00,22450,21911,98.725,117.76,1.0859,0.008492,0.15228,0.1519,1.4543,0.03001,0.227,0.083,0.01274,0.6949,0.95329,0.021157,0.014975,0.027584,0.7035,0.072318,0.2467
,2016-01-08 00:00:00,22460,21909,98.54,117.26,1.0922,0.008529,0.15167,0.1496,1.4517,0.029968,0.2264,0.08279,0.01275,0.6958,0.95293,0.021124,0.014956,0.027528,0.7056,0.07177,0.2484
,2016-01-07 00:00:00,22485,21919,98.219,117.67,1.0932,0.008498,0.15166,0.1496,1.4618,0.030003,0.2274,0.08352,0.01275,0.6946,0.95329,0.021249,0.014948,0.027573,0.7084,0.071686,0.2471
,2016-01-06 00:00:00,22468,21907,99.181,118.47,1.0781,0.00844,0.15246,0.1493,1.463,0.030106,0.2265,0.08334,0.01274,0.6942,0.95378,0.02122,0.014993,0.027597,0.7105,0.071928,0.2485
,2016-01-05 00:00:00,22495,21907,99.404,119.06,1.0748,0.008399,0.15323,0.1505,1.4675,0.030158,0.2301,0.08403,0.01274,0.693,0.95374,0.021324,0.015041,0.027684,0.7145,0.07215,0.2495
,2016-01-04 00:00:00,22495,21896,98.869,119.44,1.0831,0.008372,0.15296,0.1509,1.4716,0.030213,0.2293,0.08401,0.01274,0.6931,0.95406,0.021206,0.01502,0.02767,0.7166,0.071539,0.2475
,2016-01-01 00:00:00,22495,21890,98.683,120.55,1.0856,0.008311,0.15401,0.1522,1.4746,0.030395,0.2329,0.08506,0.01275,0.6937,0.95329,0.021357,0.015096,0.027778,0.7218,0.072151,0.2525
,2015-12-31 00:00:00,22485,21890,98.631,120.22,1.0862,0.008316,0.154,0.1522,1.4736,0.030458,0.2324,0.08501,0.01275,0.6932,0.95329,0.021341,0.015102,0.027755,0.7227,0.072166,0.2525
,2015-12-30 00:00:00,22445,21890,98.266,120.52,1.0933,0.008296,0.15408,0.1523,1.4816,0.03034,0.2326,0.08493,0.01275,0.6941,0.95352,0.021287,0.015042,0.027685,0.7204,0.072203,0.2525
,2015-12-29 00:00:00,22480,21890,98.101,120.46,1.092,0.008302,0.15421,0.1521,1.4817,0.030467,0.2337,0.08536,0.01275,0.6942,0.95374,0.021308,0.015096,0.027709,0.7224,0.073051,0.2587
,2015-12-28 00:00:00,22476,21890,97.919,120.4,1.0968,0.008306,0.15412,0.1524,1.488,0.030525,0.2328,0.08555,0.01274,0.6961,0.95329,0.021238,0.015119,0.027711,0.7191,0.073401,0.2592
,2015-12-25 00:00:00,22506,21890,97.847,120.33,1.096,0.008314,0.15473,0.1529,1.4913,0.030497,0.2322,0.08557,0.01274,0.6959,0.95374,0.021175,0.015134,0.027726,0.7234,0.07336,0.2535
,2015-12-24 00:00:00,22532,21890,97.984,120.43,1.0963,0.008303,0.15433,0.1528,1.491,0.030529,0.2336,0.08546,0.01274,0.6959,0.95374,0.021217,0.015134,0.027739,0.7235,0.073449,0.2535
,2015-12-23 00:00:00,22532,21890,98.341,120.92,1.0912,0.00827,0.15435,0.1528,1.4871,0.030411,0.2334,0.08518,0.01274,0.6959,0.95402,0.021218,0.015134,0.027722,0.7219,0.07339,0.2537
,2015-12-22 00:00:00,22547,21890,98.235,121.07,1.0957,0.00826,0.15441,0.1532,1.4828,0.030451,0.2322,0.08535,0.01273,0.6957,0.95329,0.021175,0.015095,0.02771,0.7184,0.073296,0.2506
,2015-12-21 00:00:00,22546,21890,98.363,121.19,1.0915,0.008251,0.15431,0.1526,1.4885,0.030392,0.2328,0.08514,0.01272,0.6963,0.95364,0.021131,0.015091,0.027682,0.7163,0.072731,0.2492
,2015-12-18 00:00:00,22524,21890,98.703,121.16,1.0868,0.008254,0.15426,0.1526,1.4895,0.030408,0.2332,0.08455,0.01259,0.6965,0.9542,0.021153,0.015075,0.027707,0.7165,0.072135,0.2511
,2015-12-17 00:00:00,22525,21890,99.27,122.56,1.0826,0.008159,0.15419,0.1523,1.4901,0.030323,0.2313,0.08439,0.01259,0.6965,0.95463,0.021053,0.015055,0.027643,0.7175,0.071279,0.2578
,2015-12-16 00:00:00,22532,21890,97.871,122.21,1.0912,0.008183,0.15444,0.1533,1.5004,0.030539,0.2332,0.08526,0.01267,0.6959,0.95352,0.021146,0.015057,0.027844,0.7257,0.071849,0.2574
,2015-12-15 00:00:00,22539,21890,98.217,121.68,1.0931,0.008219,0.15455,0.1529,1.5039,0.030541,0.2324,0.08513,0.0127,0.6966,0.9542,0.021108,0.014956,0.027823,0.7282,0.071063,0.2582
,2015-12-14 00:00:00,22546,21890,97.604,121.03,1.0992,0.008263,0.15487,0.1526,1.5142,0.030404,0.23,0.08445,0.01268,0.6961,0.95465,0.021055,0.014908,0.027681,0.7281,0.070931,0.2579
,2015-12-11 00:00:00,22500,21890,97.565,121.01,1.0986,0.008263,0.1549,0.1531,1.5213,0.030238,0.2305,0.08421,0.01267,0.6981,0.95877,0.021098,0.014891,0.027678,0.727,0.07072,0.2582
,2015-12-10 00:00:00,22480,21890,97.939,121.56,1.0941,0.008226,0.1553,0.1539,1.516,0.030527,0.2339,0.08482,0.01267,0.6982,0.96133,0.021191,0.014978,0.027731,0.734,0.071652,0.2623
,2015-12-09 00:00:00,22480,21890,97.345,121.44,1.1025,0.008234,0.15554,0.1537,1.5181,0.030399,0.2342,0.08462,0.01267,0.6983,0.96432,0.021184,0.014956,0.027788,0.7365,0.071615,0.2667
,2015-12-08 00:00:00,22470,21890,98.474,122.93,1.0892,0.008134,0.15583,0.1541,1.5008,0.030367,0.2341,0.08474,0.01267,0.6981,0.96386,0.021207,0.014957,0.027822,0.7361,0.071425,0.2634
,2015-12-07 00:00:00,22474,21890,98.655,123.37,1.0837,0.008106,0.15603,0.1545,1.5055,0.030392,0.2333,0.08501,0.01267,0.6982,0.94697,0.021232,0.014976,0.027863,0.7408,0.072033,0.2654
,2015-12-04 00:00:00,22480,21890,98.354,123.11,1.0881,0.008123,0.15623,0.1551,1.5112,0.030528,0.2388,0.08593,0.01265,0.6983,0.94832,0.021254,0.014999,0.027972,0.7484,0.07242,0.2665
,2015-12-03 00:00:00,22488,21890,97.621,122.61,1.094,0.008156,0.15657,0.1557,1.5144,0.030604,0.2376,0.08665,0.01264,0.6981,0.94787,0.021277,0.014968,0.027904,0.7488,0.072409,0.266
,2015-12-02 00:00:00,22498,21890,99.993,123.24,1.0615,0.008114,0.15632,0.1551,1.4951,0.03047,0.236,0.08598,0.01266,0.6981,0.94787,0.021162,0.015019,0.027878,0.7495,0.072303,0.2608
,2015-12-01 00:00:00,22490,21890,99.795,122.87,1.0633,0.008138,0.15637,0.1551,1.5082,0.030662,0.2364,0.08653,0.01266,0.6983,0.94742,0.021207,0.015051,0.027966,0.7486,0.072476,0.2592
,2015-11-30 00:00:00,22505,21890,100.17,123.11,1.0565,0.008123,0.15632,0.1557,1.5056,0.030639,0.235,0.08622,0.01259,0.6977,0.94742,0.021207,0.015034,0.027923,0.7484,0.07215,0.2585
,2015-11-27 00:00:00,22485,21890,100.02,122.8,1.0593,0.008145,0.15634,0.1551,1.5036,0.030574,0.2342,0.08645,0.01272,0.6982,0.9482,0.021182,0.014959,0.027867,0.7479,0.072314,0.26
,2015-11-26 00:00:00,22490,21890,99.795,122.57,1.061,0.008158,0.15651,0.1554,1.5102,0.030737,0.2368,0.08704,0.01267,0.6991,0.94796,0.021207,0.015008,0.028014,0.7522,0.072475,0.2672
,2015-11-25 00:00:00,22512,21890,99.795,122.74,1.0624,0.00815,0.15656,0.1557,1.5129,0.03078,0.2375,0.0874,0.01266,0.6996,0.94854,0.021253,0.015068,0.028023,0.7525,0.072705,0.2671
,2015-11-24 00:00:00,22493,21890,99.527,122.53,1.0643,0.008161,0.15652,0.1556,1.5084,0.030802,0.2374,0.0872,0.01267,0.6996,0.94854,0.021259,0.015083,0.027975,0.7515,0.073341,0.2702
,2015-11-23 00:00:00,22488,21890,99.803,122.84,1.0636,0.008141,0.15659,0.1555,1.5124,0.030647,0.2333,0.08629,0.0126,0.7003,0.94778,0.021225,0.01506,0.027905,0.7482,0.073088,0.2679
,2015-11-20 00:00:00,22473,21890,99.565,122.81,1.0646,0.008145,0.15653,0.1558,1.5191,0.030754,0.2337,0.08661,0.01272,0.7015,0.94778,0.021288,0.015127,0.027988,0.7493,0.073271,0.2699
,2015-11-19 00:00:00,22473,21890,98.989,122.87,1.0734,0.008139,0.15669,0.1562,1.5291,0.030766,0.2334,0.08653,0.01272,0.7025,0.94814,0.02127,0.015128,0.027966,0.7528,0.073201,0.2689
,2015-11-18 00:00:00,22465,21890,99.652,123.64,1.066,0.008088,0.15662,0.1558,1.5237,0.030551,0.2296,0.08571,0.0125,0.7025,0.94787,0.021189,0.015149,0.027791,0.7517,0.072521,0.2655
,2015-11-17 00:00:00,22478,21890,99.631,123.45,1.0642,0.008101,0.15675,0.156,1.5213,0.0305,0.2275,0.08549,0.01247,0.7025,0.94742,0.021175,0.015148,0.02778,0.7507,0.072722,0.2625
,2015-11-16 00:00:00,22445,21890,99.442,123.18,1.0686,0.008118,0.15695,0.1563,1.5203,0.030473,0.2285,0.0855,0.01247,0.7035,0.94809,0.021202,0.015164,0.027802,0.7502,0.072779,0.2618
,2015-11-13 00:00:00,22418,21890,98.998,122.61,1.0773,0.008156,0.15689,0.156,1.5237,0.030467,0.2272,0.08544,0.01276,0.704,0.95648,0.021199,0.015129,0.027853,0.7506,0.072559,0.26
,2015-11-12 00:00:00,22403,21890,98.649,122.61,1.0814,0.008156,0.15701,0.1565,1.5233,0.030553,0.2279,0.08626,0.01258,0.7042,0.94787,0.021256,0.015138,0.027892,0.7524,0.073398,0.2652
,2015-11-11 00:00:00,22390,21890,99.013,122.86,1.0743,0.008139,0.15701,0.1565,1.5213,0.030576,0.2295,0.08656,0.01276,0.7042,0.94859,0.021209,0.015101,0.027893,0.7539,0.073639,0.2657
,2015-11-10 00:00:00,22405,21890,99.293,123.15,1.0724,0.00812,0.15717,0.1564,1.5119,0.030538,0.2285,0.08629,0.01268,0.7042,0.94778,0.021119,0.015101,0.027871,0.7533,0.073599,0.2666
,2015-11-09 00:00:00,22428,21890,98.979,123.18,1.0752,0.008119,0.15715,0.1565,1.5115,0.030511,0.228,0.08633,0.01278,0.7042,0.9479,0.021156,0.015054,0.027845,0.7526,0.073163,0.2632
,2015-11-06 00:00:00,22364,21890,99.168,123.13,1.0741,0.008121,0.15746,0.1564,1.5053,0.030562,0.2294,0.08677,0.01278,0.7062,0.94787,0.021213,0.015133,0.02791,0.7516,0.072901,0.2652
,2015-11-05 00:00:00,22320,21890,97.936,121.75,1.0884,0.008214,0.1576,0.1569,1.5208,0.030836,0.2323,0.08788,0.01278,0.7067,0.94778,0.021333,0.015177,0.028121,0.7593,0.073974,0.2646
,2015-11-04 00:00:00,22315,21890,97.95,121.57,1.0866,0.008227,0.15784,0.1573,1.5386,0.030838,0.2322,0.0881,0.01278,0.7066,0.94787,0.021363,0.015241,0.028145,0.7605,0.073936,0.2631
,2015-11-03 00:00:00,22318,21890,97.158,121.07,1.0964,0.00826,0.15779,0.1576,1.5421,0.030843,0.2356,0.0885,0.01279,0.7086,0.94787,0.021372,0.01525,0.028116,0.7657,0.074137,0.2652
,2015-11-02 00:00:00,22340,21890,96.928,120.76,1.1016,0.008281,0.15785,0.1576,1.5417,0.030777,0.2327,0.08786,0.0128,0.7087,0.94788,0.021352,0.015252,0.028108,0.7637,0.073614,0.2593
,2015-10-30 00:00:00,22336,21890,96.946,120.62,1.1006,0.008291,0.15833,0.1582,1.5428,0.030833,0.2326,0.08762,0.01285,0.7087,0.94832,0.021402,0.015285,0.028072,0.7647,0.073049,0.2593
,2015-10-29 00:00:00,22336,21890,97.282,121.13,1.0977,0.008256,0.15737,0.1575,1.531,0.030743,0.2305,0.08755,0.01285,0.7087,0.94967,0.021297,0.015284,0.028028,0.7592,0.073383,0.2597
,2015-10-28 00:00:00,22330,21890,97.782,121.09,1.0923,0.008258,0.1572,0.1565,1.5263,0.030659,0.2329,0.08733,0.01285,0.7087,0.95602,0.021333,0.015344,0.028046,0.7581,0.07279,0.2558
,2015-10-27 00:00:00,22332,21890,96.906,120.46,1.1051,0.008302,0.1574,0.1564,1.53,0.030804,0.2333,0.08802,0.01285,0.7087,0.9568,0.0214,0.015358,0.028165,0.7537,0.073153,0.2572
,2015-10-26 00:00:00,22340,21890,96.861,121.1,1.1058,0.008258,0.15735,0.1565,1.5352,0.030891,0.2351,0.08852,0.01285,0.7087,0.95688,0.021435,0.015403,0.028187,0.7603,0.073651,0.256
,2015-10-23 00:00:00,22313,21890,97.127,121.47,1.1018,0.008233,0.15739,0.1564,1.5314,0.030775,0.2345,0.08803,0.01286,0.7102,0.95735,0.021477,0.015379,0.028118,0.7595,0.073465,0.2577
,2015-10-22 00:00:00,22285,21890,96.378,120.69,1.1109,0.008285,0.15733,0.1565,1.5394,0.030817,0.2357,0.08847,0.01286,0.7088,0.95785,0.021527,0.015418,0.028125,0.764,0.07402,0.2558
,2015-10-21 00:00:00,22303,21890,95.035,119.93,1.1339,0.008338,0.15748,0.157,1.5417,0.030812,0.2326,0.08771,0.01286,0.709,0.95726,0.021489,0.015353,0.028032,0.7611,0.072383,0.2537
,2015-10-20 00:00:00,22335,21890,94.913,119.84,1.1346,0.008344,0.15753,0.1569,1.5444,0.03091,0.2329,0.08836,0.01286,0.7091,0.95743,0.021563,0.015379,0.028225,0.7705,0.072776,0.2559
,2015-10-19 00:00:00,22310,21890,94.928,119.5,1.1327,0.008368,0.15726,0.1565,1.5465,0.030796,0.2331,0.08834,0.01286,0.7104,0.9574,0.021633,0.015404,0.028202,0.7681,0.072831,0.2573
,2015-10-16 00:00:00,22281,21890,94.54,119.44,1.1348,0.008371,0.15741,0.1571,1.5438,0.031048,0.2392,0.08845,0.01286,0.7102,0.95753,0.021742,0.015454,0.028361,0.7742,0.074057,0.2548
,2015-10-15 00:00:00,22340,21890,94.371,118.9,1.1386,0.008411,0.15757,0.1575,1.5459,0.031279,0.2427,0.08904,0.01286,0.7097,0.95763,0.021809,0.015437,0.028424,0.7772,0.074067,0.2631
,2015-10-14 00:00:00,22395,21890,93.931,118.83,1.1474,0.008415,0.15755,0.1577,1.5477,0.030878,0.2403,0.08794,0.01286,0.7092,0.9574,0.021811,0.01543,0.028273,0.7731,0.074299,0.2624
,2015-10-13 00:00:00,22410,21890,94.759,119.75,1.1379,0.008351,0.15766,0.1577,1.5248,0.030738,0.237,0.08694,0.01286,0.7117,0.95694,0.021684,0.01536,0.028045,0.7669,0.07326,0.2569
,2015-10-12 00:00:00,22355,21890,94.841,120.04,1.1358,0.008331,0.15816,0.1581,1.5348,0.030933,0.2406,0.0874,0.01286,0.7124,0.95763,0.021898,0.015449,0.028279,0.7694,0.073982,0.2658
,2015-10-09 00:00:00,22200,21890,94.813,120.27,1.1358,0.008316,0.15761,0.1577,1.5322,0.030988,0.2414,0.0871,0.01286,0.7124,0.95726,0.021877,0.015437,0.028149,0.7725,0.074311,0.2658
,2015-10-08 00:00:00,22216,21890,95.318,119.93,1.1276,0.008338,0.15741,0.1577,1.5348,0.030875,0.2418,0.08674,0.01286,0.7112,0.9574,0.021704,0.015428,0.02795,0.7682,0.073856,0.2643
,2015-10-07 00:00:00,22413,21890,95.497,120.01,1.1237,0.008332,0.15732,0.1576,1.5319,0.030814,0.2373,0.0863,0.01286,0.7111,0.95671,0.021734,0.015407,0.027856,0.7659,0.071831,0.2573
,2015-10-06 00:00:00,22454,21890,95.455,120.23,1.1272,0.008318,0.15728,0.1574,1.5227,0.030721,0.232,0.0861,0.01286,0.7092,0.95648,0.021547,0.015353,0.027596,0.7672,0.070572,0.2595
,2015-10-05 00:00:00,22477,21890,96.106,120.46,1.1188,0.008302,0.15737,0.1575,1.5146,0.030786,0.2301,0.08608,0.01286,0.7077,0.95625,0.021559,0.015351,0.027556,0.7642,0.069179,0.2556
,2015-10-02 00:00:00,22478,21890,95.83,119.91,1.1216,0.008339,0.15729,0.1573,1.5185,0.030556,0.2275,0.08524,0.01286,0.708,0.9574,0.0215,0.015338,0.027465,0.7603,0.068307,0.2543
,2015-10-01 00:00:00,22475,21890,96.185,119.93,1.1195,0.008338,0.15733,0.157,1.5131,0.03049,0.2255,0.08483,0.01286,0.7092,0.95721,0.021393,0.015241,0.027394,0.7536,0.067864,0.2494
,2015-09-30 00:00:00,22478,21890,96.35,119.88,1.1177,0.008342,0.15732,0.1572,1.5128,0.030326,0.2277,0.08437,0.01286,0.7077,0.9574,0.021404,0.015253,0.027491,0.7512,0.068481,0.2533
,2015-09-29 00:00:00,22487,21890,95.855,119.74,1.1249,0.008351,0.15718,0.1576,1.5151,0.030258,0.2242,0.08361,0.01286,0.7089,0.95735,0.021338,0.015167,0.02745,0.745,0.06812,0.2461
,2015-09-28 00:00:00,22478,21890,96.034,119.92,1.1244,0.008339,0.15709,0.1573,1.5174,0.030163,0.2246,0.08361,0.01287,0.709,0.95694,0.021324,0.015063,0.027467,0.7466,0.067836,0.2433
,2015-09-25 00:00:00,22490,21890,96.269,120.59,1.1195,0.008293,0.15685,0.1563,1.518,0.030209,0.2272,0.08383,0.01287,0.7092,0.95785,0.021384,0.015114,0.027637,0.7498,0.068288,0.2517
,2015-09-24 00:00:00,22490,21890,95.994,120.07,1.123,0.008328,0.15673,0.1558,1.5242,0.030197,0.2271,0.08398,0.01287,0.7102,0.9574,0.021361,0.015102,0.027569,0.7516,0.067867,0.2522
,2015-09-23 00:00:00,22481,21890,96.068,120.28,1.1186,0.008314,0.15665,0.1553,1.5245,0.030306,0.2287,0.08369,0.01287,0.7092,0.95685,0.021322,0.015086,0.027573,0.7507,0.06812,0.2393
,2015-09-22 00:00:00,22478,21890,96.283,120.15,1.112,0.008323,0.15689,0.1558,1.5365,0.030386,0.2318,0.08436,0.01287,0.7095,0.95749,0.021437,0.015175,0.027728,0.7534,0.06821,0.247
,2015-09-21 00:00:00,22470,21890,95.894,120.56,1.119,0.008295,0.15696,0.1563,1.5507,0.030624,0.2346,0.08486,0.01287,0.7098,0.95744,0.021494,0.015221,0.027926,0.7545,0.069043,0.2509
,2015-09-18 00:00:00,22475,21890,94.863,119.98,1.1298,0.008335,0.15714,0.1566,1.5536,0.030878,0.236,0.08529,0.01285,0.7115,0.9579,0.021512,0.01518,0.028043,0.7561,0.069457,0.2535
,2015-09-17 00:00:00,22508,21890,94.55,120.01,1.1435,0.008333,0.15709,0.1562,1.5591,0.03088,0.2378,0.08567,0.01285,0.7117,0.95758,0.021512,0.015135,0.027898,0.7586,0.069513,0.2565
,2015-09-16 00:00:00,22490,21890,95.42,120.57,1.129,0.008294,0.15695,0.1562,1.5493,0.030831,0.2372,0.08548,0.01285,0.7093,0.95841,0.021489,0.015094,0.027882,0.7592,0.069493,0.261
,2015-09-15 00:00:00,22508,21890,95.611,120.42,1.1269,0.008304,0.15701,0.156,1.5344,0.030772,0.2345,0.08481,0.01286,0.7145,0.95774,0.021406,0.015049,0.027837,0.7547,0.069433,0.2589
,2015-09-14 00:00:00,22488,21890,95.246,120.23,1.1317,0.008317,0.15702,0.1562,1.5427,0.030773,0.2327,0.08454,0.01286,0.7153,0.9574,0.021411,0.015083,0.027759,0.7539,0.069788,0.262
,2015-09-11 00:00:00,22471,21890,95.194,120.59,1.1338,0.008293,0.15688,0.156,1.5429,0.030815,0.2321,0.08455,0.01286,0.719,0.95717,0.021418,0.015096,0.027751,0.754,0.069882,0.2584
,2015-09-10 00:00:00,22473,21890,95.456,120.62,1.128,0.00829,0.15656,0.1566,1.5445,0.030942,0.2329,0.08457,0.01286,0.7196,0.95694,0.0214,0.015088,0.027734,0.7546,0.070077,0.2597
,2015-09-09 00:00:00,22480,21890,96.012,120.5,1.1207,0.008297,0.1568,0.1546,1.5368,0.030744,0.2306,0.08393,0.01286,0.7201,0.95793,0.021311,0.015011,0.027589,0.7543,0.070119,0.2644
,2015-09-08 00:00:00,22483,21890,95.985,119.81,1.1203,0.008346,0.15705,0.1549,1.5396,0.030786,0.2323,0.08368,0.01285,0.7227,0.95919,0.021339,0.015086,0.027725,0.757,0.070426,0.2618
,2015-09-07 00:00:00,22468,21890,96.229,119.28,1.117,0.008384,0.15702,0.1543,1.5277,0.030533,0.2301,0.0831,0.01285,0.7271,0.95969,0.021263,0.01495,0.027684,0.7515,0.069808,0.2602
,2015-09-04 00:00:00,22473,21890,96.229,118.99,1.1149,0.008401,0.15698,0.1546,1.517,0.030594,0.232,0.08324,0.01285,0.726,0.95956,0.021328,0.014986,0.027787,0.753,0.069874,0.2602
,2015-09-03 00:00:00,22490,21890,96.405,120.07,1.1123,0.008329,0.15733,0.155,1.5258,0.030719,0.2358,0.08396,0.01285,0.7418,0.95974,0.021369,0.015125,0.02788,0.7588,0.07067,0.2674
,2015-09-02 00:00:00,22488,21890,95.828,120.33,1.1227,0.00831,0.15734,0.1551,1.5299,0.030798,0.2372,0.08445,0.01285,0.7432,0.96057,0.0214,0.015105,0.027965,0.7537,0.070681,0.2661
,2015-09-01 00:00:00,22488,21890,95.45,119.37,1.1315,0.008377,0.15713,0.1558,1.5304,0.030865,0.2382,0.08474,0.01286,0.7432,0.96038,0.021358,0.015064,0.027992,0.7542,0.070867,0.2701
,2015-08-31 00:00:00,22482,21890,95.824,121.23,1.1211,0.008249,0.15684,0.1552,1.5345,0.030776,0.2391,0.08452,0.01286,0.7434,0.96117,0.021394,0.015057,0.027906,0.761,0.070949,0.2761
,2015-08-28 00:00:00,22463,21890,96.106,121.71,1.1185,0.008216,0.15656,0.1548,1.5391,0.030905,0.2394,0.08477,0.01284,0.7445,0.9614,0.021416,0.015117,0.027896,0.7574,0.07137,0.2793
,2015-08-27 00:00:00,22475,21890,95.61,121.03,1.1246,0.008262,0.15616,0.1544,1.5403,0.030981,0.2389,0.08517,0.01286,0.7444,0.96159,0.021436,0.015159,0.028043,0.7577,0.071403,0.2814
,2015-08-26 00:00:00,22545,21890,95.1,119.92,1.1314,0.008338,0.15597,0.1541,1.5463,0.030812,0.2364,0.08452,0.01286,0.7442,0.96145,0.021452,0.015149,0.028012,0.7523,0.071276,0.2781
,2015-08-25 00:00:00,22547,21890,94.53,118.83,1.1517,0.008412,0.15595,0.1536,1.5687,0.030621,0.2371,0.08397,0.01286,0.7442,0.95891,0.021443,0.015077,0.028108,0.7497,0.070922,0.2765
,2015-08-24 00:00:00,22544,21890,93.332,118.41,1.1619,0.008444,0.15615,0.154,1.5776,0.030426,0.2353,0.08397,0.01286,0.7446,0.96474,0.021361,0.014921,0.028072,0.7527,0.0708,0.2814
,2015-08-21 00:00:00,22498,21890,95.008,122.04,1.1386,0.008193,0.15657,0.1549,1.5694,0.030623,0.2393,0.08359,0.01286,0.7458,0.98034,0.021426,0.015101,0.028081,0.7583,0.071323,0.2856
,2015-08-20 00:00:00,22395,21890,95.98,123.4,1.1242,0.008103,0.15654,0.1553,1.569,0.030739,0.2434,0.08439,0.01286,0.746,0.9815,0.021471,0.015283,0.028097,0.7643,0.072021,0.2889
,2015-08-19 00:00:00,22400,21890,96.359,123.8,1.112,0.008077,0.15631,0.1547,1.568,0.030785,0.2436,0.08445,0.01286,0.7466,0.98155,0.021591,0.015369,0.028138,0.7617,0.072482,0.2863
,2015-08-18 00:00:00,22095,21673,97.04,124.41,1.1024,0.008038,0.1564,0.1553,1.5661,0.030804,0.2449,0.08431,0.01286,0.7473,0.9814,0.021585,0.015262,0.028132,0.7659,0.072351,0.2884
,2015-08-17 00:00:00,22094,21673,96.806,124.39,1.1078,0.008039,0.15635,0.1552,1.5586,0.030878,0.2441,0.08451,0.01286,0.746,0.9814,0.021597,0.015288,0.028135,0.7645,0.072174,0.2873
,2015-08-14 00:00:00,22103,21673,96.52,124.31,1.1109,0.008044,0.15648,0.1551,1.5642,0.031061,0.2448,0.08481,0.01286,0.7446,0.98184,0.021652,0.015365,0.028363,0.7635,0.072442,0.2871
,2015-08-13 00:00:00,22092,21673,96.445,124.43,1.115,0.008037,0.15626,0.1547,1.5611,0.031134,0.2483,0.08485,0.01286,0.7467,0.98126,0.021665,0.015335,0.028443,0.7657,0.07257,0.2841
,2015-08-12 00:00:00,22030,21673,96.262,124.21,1.1159,0.008051,0.15659,0.1555,1.5613,0.031069,0.2506,0.08521,0.01286,0.7471,0.98131,0.021646,0.015398,0.028367,0.7704,0.071921,0.2873
,2015-08-11 00:00:00,21828,21673,97.29,125.13,1.1042,0.007993,0.15809,0.1566,1.5572,0.031112,0.2503,0.0848,0.01286,0.7471,0.9814,0.021657,0.015544,0.028296,0.7625,0.072876,0.2879
